ROWNUM,Name,AdmArea,District,ParkName,WiFiName,CoverageArea,FunctionFlag,AccessFlag,Password,Longitude_WGS84,Latitude_WGS84,global_id,
131,"Точка доступа №102","Западный ","Филёвский Парк","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха Фили»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.454492","55.738602","20660283",
132,"Точка доступа №105","Западный ","Филёвский Парк","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха Фили»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.429029","55.74771","20660286",
133,"Точка доступа №104","Западный ","Филёвский Парк","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха Фили»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.441453","55.743352","20660285",
134,"Точка доступа №106","Западный ","Филёвский Парк","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха Фили»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.434184","55.749011","20660287",
135,"Точка доступа №103","Западный ","Филёвский Парк","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха Фили»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.444929","55.741924","20660284",
136,"Точка доступа №111","Западный ","Филёвский Парк","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха Фили»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.490851","55.749524","20660292",
137,"Точка доступа №110","Западный ","Филёвский Парк","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха Фили»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.433023","55.743794","20660291",
138,"Точка доступа №109","Западный ","Филёвский Парк","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха Фили»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.437293","55.741058","20660290",
139,"Точка доступа №108","Западный ","Филёвский Парк","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха Фили»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.447314","55.738359","20660289",
140,"Точка доступа №144","Западный ","Раменки","Государственное бюджетное учреждение города Москвы «Молодежный центр «Сетуньский Стан»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.537805","55.730554","20660296",
141,"Точка доступа №114","Восточный ","Перово","Государственное автономное учреждение культуры города Москвы «Перовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.774831","55.73928","20660295",
142,"Точка доступа №146","Западный ","Раменки","Государственное бюджетное учреждение города Москвы «Молодежный центр «Сетуньский Стан»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.538326","55.729959","20660298",
143,"Точка доступа №113","Восточный ","Перово","Государственное автономное учреждение культуры города Москвы «Перовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.774059","55.738862","20660294",
144,"Точка доступа №145","Западный ","Раменки","Государственное бюджетное учреждение города Москвы «Молодежный центр «Сетуньский Стан»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.537934","55.730417","20660297",
145,"Точка доступа №147","Западный ","Раменки","Государственное бюджетное учреждение города Москвы «Молодежный центр «Сетуньский Стан»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.538814","55.72998","20660299",
146,"Точка доступа №149","Западный ","Раменки","Государственное бюджетное учреждение города Москвы «Молодежный центр «Сетуньский Стан»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.539366","55.730277","20660301",
147,"Точка доступа №112","Восточный ","Перово","Государственное автономное учреждение культуры города Москвы «Перовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.451733","55.860149","20660293",
148,"Точка доступа №148","Западный ","Раменки","Государственное бюджетное учреждение города Москвы «Молодежный центр «Сетуньский Стан»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.539045","55.730035","20660300",
149,"Точка доступа №150","Западный ","Раменки","Государственное бюджетное учреждение города Москвы «Молодежный центр «Сетуньский Стан»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.53883","55.730264","20660302",
150,"Точка доступа №151","Западный ","Раменки","Государственное бюджетное учреждение города Москвы «Молодежный центр «Сетуньский Стан»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.538363","55.730301","20660303",
151,"Точка доступа №153","Восточный ","Сокольники","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.67746168","55.79316231","20762085",
152,"Точка доступа №158","Восточный ","Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.75079515","55.77025354","20762090",
153,"Точка доступа №155","Восточный ","Сокольники","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.67848538","55.79426706","20762087",
154,"Точка доступа №152","Восточный ","Сокольники","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.67774037","55.79276267","20762084",
155,"Точка доступа №156","Восточный ","Сокольники","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.67566296","55.79370551","20762088",
156,"Точка доступа №154","Восточный ","Сокольники","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.67725679","55.79356184","20762086",
157,"Точка доступа №159","Восточный ","Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.74915894","55.7764724","20762091",
158,"Точка доступа №160","Восточный ","Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.74808173","55.77615019","20762092",
159,"Точка доступа №157","Восточный ","Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.75056743","55.77024212","20762089",
160,"Точка доступа №162","Центральный ","Пресненский","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.54793091","55.75458605","20762094",
161,"Точка доступа №161","Центральный ","Пресненский","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.60855872","55.77037071","20762093",
162,"Точка доступа №166","Северо-Восточный ","Лианозово","Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.56747547","55.90042788","20762098",
163,"Точка доступа №164","Центральный ","Пресненский","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.54959485","55.754122","20762096",
164,"Точка доступа №163","Центральный ","Пресненский","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.54925824","55.75452613","20762095",
165,"Точка доступа №168","Юго-Восточный ","Кузьминки","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.76639145","55.69709049","20762100",
166,"Точка доступа №170","Юго-Восточный ","Кузьминки","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.76932335","55.69511166","20762102",
167,"Точка доступа №165","Центральный ","Пресненский","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.55102844","55.75478682","20762097",
168,"Точка доступа №167","Юго-Восточный ","Кузьминки","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.76567011","55.69775746","20762099",
169,"Точка доступа №169","Юго-Восточный ","Кузьминки","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.76691403","55.69659031","20762101",
170,"Точка доступа №172","Северо-Восточный ","Лианозово","Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.56829618","55.90050348","20762104",
171,"Точка доступа №173","Северо-Восточный ","Лианозово","Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.56974549","55.89965432","20762105",
172,"Точка доступа №171","Юго-Восточный ","Кузьминки","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.76900453","55.69463706","20762103",
173,"Точка доступа №177","Северо-Восточный ","Лианозово","Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.57291961","55.89951823","20762109",
174,"Точка доступа №179","Центральный ","Пресненский","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.55214554","55.75508342","20762111",
175,"Точка доступа №178","Северо-Восточный ","Лианозово","Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.57124762","55.89881817","20762110",
176,"Точка доступа №175","Северо-Восточный ","Лианозово","Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.57247259","55.90138276","20762107",
177,"Точка доступа №176","Северо-Восточный ","Лианозово","Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.57317549","55.90064686","20762108",
178,"Точка доступа №180","Центральный ","Пресненский","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.55130308","55.75535705","20762112",
179,"Точка доступа №174","Северо-Восточный ","Лианозово","Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.57139134","55.90110059","20762106",
180,"Точка доступа №211","Юго-Восточный ","Кузьминки","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.76564639","55.69424867","20762115",
181,"Точка доступа №210","Юго-Восточный ","Кузьминки","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.76623938","55.69482962","20762114",
182,"Точка доступа №217","Северо-Восточный ","Лианозово","Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.57005704","55.90122076","20762121",
183,"Точка доступа №213","Юго-Восточный ","Кузьминки","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.76726585","55.69418575","20762117",
184,"Точка доступа №214","Юго-Восточный ","Кузьминки","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.76771273","55.69493337","20762118",
185,"Точка доступа №212","Юго-Восточный ","Кузьминки","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.76452958","55.69397778","20762116",
186,"Точка доступа №215","Восточный ","Сокольники","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.67011618","55.79471493","20762119",
187,"Точка доступа №209","Юго-Восточный ","Кузьминки","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.76689259","55.69498268","20762113",
188,"Точка доступа №218","Северо-Восточный ","Лианозово","Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.56850234","55.90108855","20762122",
189,"Точка доступа №216","Северо-Восточный ","Лианозово","Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.57118284","55.90158371","20762120",
190,"Точка доступа №219","Северо-Восточный ","Лианозово","Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.56713924","55.90044886","20762123",
191,"Точка доступа №225","Северо-Восточный ","Лианозово","Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.57115167","55.90072229","20762129",
192,"Точка доступа №222","Северо-Восточный ","Лианозово","Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.56783285","55.89917594","20762126",
193,"Точка доступа №223","Северо-Восточный ","Лианозово","Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.57123231","55.8997016","20762127",
194,"Точка доступа №224","Северо-Восточный ","Лианозово","Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.57064965","55.90028414","20762128",
195,"Точка доступа №227","Северо-Восточный ","Лианозово","Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.57241123","55.90137032","20762131",
196,"Точка доступа №221","Северо-Восточный ","Лианозово","Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.56826357","55.8999908","20762125",
197,"Точка доступа №220","Северо-Восточный ","Лианозово","Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.56702062","55.9003408","20762124",
198,"Точка доступа №226","Северо-Восточный ","Лианозово","Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.57141999","55.90173685","20762130",
199,"Точка доступа №228","Северо-Восточный ","Лианозово","Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.57001263","55.90122198","20762132",
200,"Точка доступа №237","Северо-Восточный ","Лианозово","Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.57079794","55.89924677","20762141",
201,"Точка доступа №230","Юго-Восточный ","Кузьминки","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.76759632","55.69421237","20762134",
202,"Точка доступа №233","Юго-Восточный ","Кузьминки","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.76941597","55.69450546","20762137",
203,"Точка доступа №236","Северо-Восточный ","Лианозово","Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.57169673","55.89924031","20762140",
204,"Точка доступа №231","Юго-Восточный ","Кузьминки","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.76794093","55.69415221","20762135",
205,"Точка доступа №234","Юго-Восточный ","Кузьминки","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.76988567","55.69428104","20762138",
206,"Точка доступа №235","Юго-Восточный ","Кузьминки","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.76891602","55.69522899","20762139",
207,"Точка доступа №232","Юго-Восточный ","Кузьминки","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.76827678","55.69404216","20762136",
208,"Точка доступа №229","Северо-Восточный ","Лианозово","Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.5684727","55.90107312","20762133",
209,"Точка доступа №238","Северо-Восточный ","Лианозово","Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.56779266","55.90040454","20762142",
210,"Точка доступа №185","Восточный ","Сокольники","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.67655039","55.7940619","20762148",
211,"Точка доступа №181","Центральный ","Пресненский","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.54947013","55.7554885","20762144",
212,"Точка доступа №183","Центральный ","Пресненский","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.55067122","55.75554743","20762146",
213,"Точка доступа №188","Восточный ","Сокольники","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.67592322","55.79436341","20762151",
214,"Точка доступа №182","Центральный ","Пресненский","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.55018642","55.75540504","20762145",
215,"Точка доступа №189","Восточный ","Сокольники","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.67496975","55.79433149","20762152",
216,"Точка доступа №187","Восточный ","Сокольники","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.67740529","55.79468448","20762150",
217,"Точка доступа №186","Восточный ","Сокольники","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.67700934","55.79434404","20762149",
218,"Точка доступа №239","Северо-Восточный ","Лианозово","Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.57170509","55.90034413","20762143",
219,"Точка доступа №184","Восточный ","Измайлово","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.75071198","55.77010281","20762147",
220,"Точка доступа №192","Восточный ","Сокольники","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.67647538","55.79520387","20762155",
221,"Точка доступа №191","Восточный ","Сокольники","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.67516676","55.79499661","20762154",
222,"Точка доступа №190","Восточный ","Сокольники","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.67597631","55.79491466","20762153",
223,"Точка доступа №197","Восточный ","Сокольники","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.67702064","55.79591364","20762160",
224,"Точка доступа №199","Восточный ","Сокольники","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.67854825","55.79510346","20762162",
225,"Точка доступа №196","Восточный ","Сокольники","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.67507661","55.79700956","20762159",
226,"Точка доступа №194","Восточный ","Сокольники","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.67596481","55.79564186","20762157",
227,"Точка доступа №195","Восточный ","Сокольники","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.67479067","55.79532271","20762158",
228,"Точка доступа №193","Восточный ","Сокольники","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.67718466","55.79533594","20762156",
229,"Точка доступа №198","Восточный ","Сокольники","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.67774541","55.79573675","20762161",
230,"Точка доступа №205","Восточный ","Сокольники","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.66565541","55.79423739","20762168",
231,"Точка доступа №206","Восточный ","Сокольники","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.66293835","55.79513216","20762169",
232,"Точка доступа №200","Восточный ","Сокольники","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.67227106","55.79456104","20762163",
233,"Точка доступа №204","Восточный ","Сокольники","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.66751397","55.79482899","20762167",
234,"Точка доступа №202","Восточный ","Сокольники","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.66828213","55.79296008","20762165",
235,"Точка доступа №208","Юго-Восточный ","Кузьминки","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.76725306","55.69539778","20762171",
236,"Точка доступа №203","Восточный ","Сокольники","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.66759078","55.79305845","20762166",
237,"Точка доступа №207","Юго-Восточный ","Кузьминки","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.7686967","55.69423017","20762170",
238,"Точка доступа №201","Восточный ","Сокольники","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.67271808","55.7945319","20762164",
239,"Точка доступа №86","Западный ","Филёвский Парк","Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха Фили»","Moscow_WiFi_Free","20","действует","открытая сеть","","37.493094","55.75279","20660267",
